coef,se,z,p,ci_low,ci_high,term,OR,OR_ci_low,OR_ci_high
1.0314659391850032,0.09712564070248958,10.61991387366533,2.4078317381481376e-26,0.8411031814327461,1.2218286969372603,Intercept,2.8051750380511624,2.3189237598598105,3.393387540511922
0.006203124420436201,0.026752215871590213,0.2318732941678925,0.8166364274466006,-0.046230255194521425,0.05863650403539383,"C(gender, Treatment(reference='man'))[T.woman]",1.0062224036399077,0.9548220841329382,1.060389723292059
-0.01235184415590453,0.031920406942291084,-0.3869576029602453,0.6987875954893727,-0.07491469213465736,0.05021100382284831,"C(ethnicity, Treatment(reference='white'))[T.asian]",0.9877241267558013,0.9278226335208482,1.0514929420005237
-0.022590567487758072,0.04582586929395859,-0.49296538910907856,0.6220370429860991,-0.11240762086415687,0.06722648588864072,"C(ethnicity, Treatment(reference='white'))[T.black]",0.9776626887299978,0.893679900672288,1.069537685938479
0.03329859161560913,0.029433668368110746,1.1313096009359727,0.2579248047558259,-0.02439033831878376,0.09098752155000202,"C(ethnicity, Treatment(reference='white'))[T.indian]",1.0338591948453257,0.975904702401033,1.0952553380842216
0.0020656759872571297,0.027671722516846235,0.07464934595233706,0.9404937112281898,-0.052169903535947554,0.056301255510461806,"C(ethnicity, Treatment(reference='white'))[T.latine]",1.0020678109657042,0.9491675862130985,1.057916338862585
-0.0327807124519205,0.028192667338321386,-1.1627389511797888,0.2449354329395188,-0.08803732506314912,0.02247590015930813,"C(ethnicity, Treatment(reference='white'))[T.middle_eastern]",0.9677507520121644,0.9157266965286653,1.0227303862280626
0.02689771233475751,0.029908149849681494,0.8993439069265583,0.3684695071522597,-0.031721184214845245,0.08551660888436027,"C(gender, Treatment(reference='man'))[T.woman]:C(ethnicity, Treatment(reference='white'))[T.asian]",1.0272627210839709,0.968776654650806,1.0892796529136162
0.012262150612691976,0.03043992570689475,0.40283116098126864,0.6870724357572092,-0.047399007464896684,0.07192330869028063,"C(gender, Treatment(reference='man'))[T.woman]:C(ethnicity, Treatment(reference='white'))[T.black]",1.012337639016025,0.953706785535144,1.074572930498223
0.02977910597555112,0.027679330185585303,1.0758607876667234,0.28198952117784115,-0.024471384304388444,0.08402959625549068,"C(gender, Treatment(reference='man'))[T.woman]:C(ethnicity, Treatment(reference='white'))[T.indian]",1.0302269378427362,0.9758256124475756,1.087661084027799
6.111329934796114e-06,0.027171234119794694,0.00022491911511460973,0.9998205405121338,-0.05324852896036868,0.05326075162023827,"C(gender, Treatment(reference='man'))[T.woman]:C(ethnicity, Treatment(reference='white'))[T.latine]",1.000006111348609,0.9481443418704606,1.0547046252069416
0.014225743875560552,0.025589957151441793,0.5559112034214189,0.5782715590065954,-0.035929650507188556,0.06438113825830966,"C(gender, Treatment(reference='man'))[T.woman]:C(ethnicity, Treatment(reference='white'))[T.middle_eastern]",1.0143274112961371,0.964708157825598,1.0664988048050925
